Frequency (Hz),FFT Magnitude (dB)
1458.01,-61.376
1458.98,-61.802
1459.96,-61.475
1460.94,-61.831
1461.91,-62.741
1462.89,-62.409
1463.87,-61.618
1464.84,-60.720
1465.82,-60.779
1466.80,-60.657
1467.77,-62.040
1468.75,-60.107
1469.73,-60.478
1470.70,-60.574
1471.68,-59.501
1472.66,-59.967
1473.63,-59.142
1474.61,-59.960
1475.59,-58.495
1476.56,-60.674
1477.54,-59.060
1478.52,-59.181
1479.49,-58.755
1480.47,-58.957
1481.45,-58.292
1482.42,-57.037
1483.40,-58.190
1484.38,-57.784
1485.35,-58.038
1486.33,-58.301
1487.30,-57.446
1488.28,-56.753
1489.26,-57.712
1490.23,-56.934
1491.21,-57.250
1492.19,-56.790
1493.16,-56.829
1494.14,-57.559
1495.12,-56.500
1496.09,-56.711
1497.07,-55.296
1498.05,-55.826
1499.02,-55.184
1500.00,-54.955
1500.98,-56.329
1501.95,-55.901
1502.93,-54.716
1503.91,-56.639
1504.88,-56.058
1505.86,-56.508
1506.84,-54.939
1507.81,-55.949
1508.79,-55.455
1509.77,-55.327
1510.74,-56.420
1511.72,-55.748
1512.70,-55.681
1513.67,-57.253
1514.65,-56.469
1515.62,-55.086
1516.60,-54.917
1517.58,-55.284
1518.55,-56.156
1519.53,-57.294
1520.51,-56.080
1521.48,-57.229
1522.46,-56.361
1523.44,-57.607
1524.41,-56.626
1525.39,-56.831
1526.37,-56.699
1527.34,-56.754
1528.32,-56.851
1529.30,-57.465
1530.27,-57.140
1531.25,-57.423
1532.23,-57.304
1533.20,-57.622
1534.18,-57.808
1535.16,-57.433
1536.13,-58.046
1537.11,-58.928
1538.09,-60.334
1539.06,-60.073
1540.04,-58.463
1541.02,-59.181
1541.99,-60.391
1542.97,-60.338
1543.95,-61.125
1544.92,-60.011
1545.90,-60.544
1546.88,-60.441
1547.85,-61.128
1548.83,-59.934
1549.80,-60.429
1550.78,-60.950
1551.76,-61.413
1552.73,-61.798
1553.71,-61.918
1554.69,-63.106
1555.66,-61.450
1556.64,-61.595
1557.62,-61.012
1558.59,-62.284
1559.57,-61.564
1560.55,-60.909
1561.52,-61.130
1562.50,-63.379
1563.48,-62.002
1564.45,-62.733
1565.43,-62.754
1566.41,-62.819
1567.38,-61.657
1568.36,-62.505
1569.34,-63.034
1570.31,-63.608
1571.29,-64.289
1572.27,-63.127
1573.24,-63.077
1574.22,-63.253
1575.20,-63.260
1576.17,-63.599
1577.15,-64.109
1578.12,-63.032
1579.10,-63.932
1580.08,-65.132
1581.05,-64.109
1582.03,-64.665
1583.01,-64.165
1583.98,-63.407
1584.96,-64.554
1585.94,-64.649
1586.91,-64.727
1587.89,-64.567
1588.87,-64.085
1589.84,-64.871
1590.82,-64.962
1591.80,-64.704
1592.77,-63.995
1593.75,-65.406
1594.73,-64.357
1595.70,-65.622
1596.68,-65.786
1597.66,-65.836
1598.63,-65.955
1599.61,-65.329
1600.59,-64.940
1601.56,-65.882
1602.54,-65.373
1603.52,-65.248
1604.49,-64.212
1605.47,-65.599
1606.45,-65.649
1607.42,-66.878
1608.40,-67.202
1609.38,-67.949
1610.35,-66.882
1611.33,-66.228
1612.30,-64.972
1613.28,-65.506
1614.26,-66.215
1615.23,-65.985
1616.21,-66.727
1617.19,-67.032
1618.16,-66.716
1619.14,-67.608
1620.12,-66.965
1621.09,-67.347
1622.07,-66.748
1623.05,-67.310
1624.02,-67.728
1625.00,-67.067
1625.98,-66.718
1626.95,-67.241
1627.93,-67.682
1628.91,-68.552
1629.88,-67.754
1630.86,-68.175
1631.84,-68.084
1632.81,-68.011
1633.79,-68.647
1634.77,-68.209
1635.74,-67.792
1636.72,-67.730
1637.70,-67.624
1638.67,-68.697
1639.65,-67.380
1640.62,-67.286
1641.60,-68.046
1642.58,-67.917
1643.55,-68.178
1644.53,-68.350
1645.51,-68.681
1646.48,-68.698
1647.46,-68.074
1648.44,-67.405
1649.41,-68.575
1650.39,-69.102
1651.37,-68.805
1652.34,-68.497
1653.32,-69.180
1654.30,-68.412
1655.27,-69.564
1656.25,-68.221
1657.23,-68.943
1658.20,-69.389
1659.18,-68.654
1660.16,-68.160
1661.13,-69.049
1662.11,-68.844
1663.09,-68.826
1664.06,-70.378
1665.04,-69.261
1666.02,-69.061
1666.99,-70.197
1667.97,-69.056
1668.95,-68.212
1669.92,-69.329
1670.90,-69.491
1671.88,-69.549
1672.85,-70.052
1673.83,-69.601
1674.80,-69.748
1675.78,-69.476
1676.76,-68.417
1677.73,-69.999
1678.71,-69.007
1679.69,-68.689
1680.66,-69.530
1681.64,-69.880
1682.62,-69.733
1683.59,-70.886
1684.57,-70.221
1685.55,-70.296
1686.52,-69.919
1687.50,-69.924
1688.48,-70.443
1689.45,-70.172
1690.43,-70.384
1691.41,-70.408
1692.38,-69.042
1693.36,-69.351
1694.34,-70.325
1695.31,-70.339
1696.29,-69.726
1697.27,-68.945
1698.24,-69.400
1699.22,-69.634
1700.20,-69.590
1701.17,-71.286
1702.15,-70.955
1703.12,-70.600
1704.10,-71.132
1705.08,-70.938
1706.05,-71.325
1707.03,-71.494
1708.01,-71.009
1708.98,-70.144
1709.96,-70.590
1710.94,-71.356
1711.91,-70.234
1712.89,-70.605
1713.87,-69.704
1714.84,-70.066
1715.82,-70.785
1716.80,-69.616
1717.77,-70.348
1718.75,-70.526
1719.73,-71.447
1720.70,-70.493
1721.68,-70.058
1722.66,-70.535
1723.63,-70.050
1724.61,-70.820
1725.59,-69.677
1726.56,-70.721
1727.54,-70.920
1728.52,-71.200
1729.49,-71.672
1730.47,-71.756
1731.45,-70.807
1732.42,-69.919
1733.40,-69.911
1734.38,-71.376
1735.35,-71.472
1736.33,-70.495
1737.30,-72.246
1738.28,-70.929
1739.26,-69.967
1740.23,-69.889
1741.21,-71.659
1742.19,-70.207
1743.16,-71.735
1744.14,-71.032
1745.12,-71.838
1746.09,-71.379
1747.07,-70.440
1748.05,-70.995
1749.02,-70.842
1750.00,-71.192
1750.98,-70.812
1751.95,-70.539
1752.93,-71.312
1753.91,-72.371
1754.88,-70.314
1755.86,-71.968
1756.84,-72.036
1757.81,-72.699
1758.79,-70.932
1759.77,-70.286
1760.74,-71.285
1761.72,-70.704
1762.70,-72.076
1763.67,-71.637
1764.65,-71.063
1765.62,-71.333
1766.60,-70.741
1767.58,-71.430
1768.55,-70.936
1769.53,-70.437
1770.51,-71.444
1771.48,-70.877
1772.46,-71.013
1773.44,-71.820
1774.41,-71.589
1775.39,-70.464
1776.37,-71.569
1777.34,-71.242
1778.32,-71.436
1779.30,-71.529
1780.27,-70.530
1781.25,-71.324
1782.23,-71.565
1783.20,-71.557
1784.18,-71.595
1785.16,-71.354
1786.13,-71.290
1787.11,-71.280
1788.09,-72.117
1789.06,-72.156
1790.04,-71.511
1791.02,-70.900
1791.99,-71.071
1792.97,-71.451
1793.95,-72.137
1794.92,-71.849
1795.90,-70.457
1796.88,-71.988
1797.85,-71.699
1798.83,-71.681
1799.80,-72.598
1800.78,-71.288
1801.76,-72.212
1802.73,-71.743
1803.71,-70.681
1804.69,-71.393
1805.66,-72.030
1806.64,-71.814
1807.62,-71.793
1808.59,-71.448
1809.57,-72.340
1810.55,-71.763
1811.52,-70.990
1812.50,-71.493
1813.48,-72.958
1814.45,-71.782
1815.43,-71.068
1816.41,-70.051
1817.38,-71.267
1818.36,-70.528
1819.34,-71.499
1820.31,-72.648
1821.29,-71.693
1822.27,-72.218
1823.24,-70.768
1824.22,-71.062
1825.20,-70.390
1826.17,-71.424
1827.15,-72.072
1828.12,-72.308
1829.10,-72.053
1830.08,-70.752
1831.05,-71.197
1832.03,-71.894
1833.01,-71.400
1833.98,-71.271
1834.96,-71.487
1835.94,-72.371
1836.91,-72.640
1837.89,-71.432
1838.87,-72.004
1839.84,-71.149
1840.82,-71.186
1841.80,-72.440
1842.77,-71.523
1843.75,-71.911
1844.73,-71.459
1845.70,-71.321
1846.68,-71.168
1847.66,-71.450
1848.63,-71.456
1849.61,-71.947
1850.59,-70.989
1851.56,-71.806
1852.54,-72.204
1853.52,-71.120
1854.49,-71.575
1855.47,-71.408
1856.45,-71.398
1857.42,-70.670
1858.40,-70.553
1859.38,-71.835
1860.35,-72.909
1861.33,-71.703
1862.30,-72.438
1863.28,-72.342
1864.26,-71.808
1865.23,-70.669
1866.21,-71.827
1867.19,-71.329
1868.16,-70.982
1869.14,-71.462
1870.12,-71.869
1871.09,-71.064
1872.07,-69.649
1873.05,-70.817
1874.02,-71.594
1875.00,-72.188
1875.98,-71.472
1876.95,-71.010
1877.93,-71.345
1878.91,-71.358
1879.88,-70.304
1880.86,-70.571
1881.84,-70.761
1882.81,-71.370
1883.79,-70.175
1884.77,-70.630
1885.74,-70.629
1886.72,-70.764
1887.70,-71.538
1888.67,-71.518
1889.65,-70.123
1890.62,-70.607
1891.60,-71.461
1892.58,-71.754
1893.55,-70.730
1894.53,-71.293
1895.51,-71.320
1896.48,-70.590
1897.46,-69.608
1898.44,-71.644
1899.41,-71.243
1900.39,-71.386
1901.37,-71.177
1902.34,-71.570
1903.32,-70.146
1904.30,-70.852
1905.27,-70.931
1906.25,-70.894
1907.23,-70.650
1908.20,-71.095
1909.18,-71.175
1910.16,-70.415
1911.13,-70.130
1912.11,-70.757
1913.09,-70.926
1914.06,-71.610
1915.04,-71.355
1916.02,-70.246
1916.99,-71.105
1917.97,-71.281
1918.95,-70.555
1919.92,-71.280
1920.90,-71.185
1921.88,-71.384
1922.85,-70.570
1923.83,-71.314
1924.80,-71.562
1925.78,-70.523
1926.76,-70.807
1927.73,-71.039
1928.71,-69.950
1929.69,-70.065
1930.66,-69.929
1931.64,-70.183
1932.62,-70.826
1933.59,-72.247
1934.57,-70.290
1935.55,-70.317
1936.52,-70.252
1937.50,-71.460
1938.48,-70.407
1939.45,-69.649
1940.43,-69.964
1941.41,-69.368
1942.38,-69.399
1943.36,-70.366
1944.34,-70.063
1945.31,-70.701
1946.29,-69.967
1947.27,-68.763
1948.24,-69.899
1949.22,-70.312
1950.20,-70.074
1951.17,-70.880
1952.15,-70.317
1953.12,-70.779
1954.10,-69.241
1955.08,-71.013
1956.05,-69.186
1957.03,-71.372
1958.01,-69.708
1958.98,-69.491
1959.96,-69.569
1960.94,-70.176
1961.91,-70.037
1962.89,-69.136
1963.87,-69.889
1964.84,-70.467
1965.82,-69.852
1966.80,-70.007
1967.77,-69.484
1968.75,-70.154
1969.73,-69.574
1970.70,-68.780
1971.68,-69.893
1972.66,-70.135
1973.63,-69.653
1974.61,-69.966
1975.59,-70.352
1976.56,-69.778
1977.54,-71.162
1978.52,-69.197
1979.49,-69.990
1980.47,-67.600
1981.45,-68.620
1982.42,-68.772
1983.40,-69.622
1984.38,-67.500
1985.35,-69.229
1986.33,-69.825
1987.30,-68.900
1988.28,-71.145
1989.26,-69.697
1990.23,-68.576
1991.21,-69.051
1992.19,-68.761
1993.16,-68.870
1994.14,-68.129
1995.12,-69.685
1996.09,-69.017
1997.07,-68.097
1998.05,-68.966
1999.02,-69.017
2000.00,-68.396
2000.98,-68.808
2001.95,-69.579
2002.93,-67.832
2003.91,-67.286
2004.88,-68.188
2005.86,-69.366
2006.84,-68.728
2007.81,-68.681
2008.79,-68.474
2009.77,-67.989
2010.74,-68.235
2011.72,-68.320
2012.70,-69.268
2013.67,-68.832
2014.65,-67.710
2015.62,-68.127
2016.60,-68.269
2017.58,-68.503
2018.55,-68.354
2019.53,-68.261
2020.51,-68.530
2021.48,-68.088
2022.46,-66.937
2023.44,-68.008
2024.41,-68.970
2025.39,-66.807
2026.37,-67.952
2027.34,-67.236
2028.32,-67.782
2029.30,-67.993
2030.27,-67.807
2031.25,-68.393
2032.23,-68.187
2033.20,-68.479
2034.18,-67.377
2035.16,-66.984
2036.13,-66.486
2037.11,-67.588
2038.09,-67.076
2039.06,-67.018
2040.04,-68.371
2041.02,-67.572
2041.99,-67.868
2042.97,-67.380
2043.95,-66.037
2044.92,-66.359
2045.90,-67.452
2046.88,-67.020
2047.85,-66.506
2048.83,-66.076
2049.80,-65.192
2050.78,-68.260
2051.76,-67.178
2052.73,-66.480
2053.71,-66.558
2054.69,-66.060
2055.66,-67.572
2056.64,-66.472
2057.62,-66.824
2058.59,-66.424
2059.57,-65.875
2060.55,-66.092
2061.52,-67.247
2062.50,-66.735
2063.48,-66.663
2064.45,-65.523
2065.43,-66.219
2066.41,-66.625
2067.38,-66.927
2068.36,-64.837
2069.34,-65.932
2070.31,-65.899
2071.29,-65.081
2072.27,-65.668
2073.24,-65.713
2074.22,-65.641
2075.20,-65.501
2076.17,-64.581
2077.15,-65.834
2078.12,-64.707
2079.10,-64.854
2080.08,-64.734
2081.05,-64.380
2082.03,-64.789
2083.01,-65.453
2083.98,-63.921
2084.96,-64.672
2085.94,-64.645
2086.91,-64.245
2087.89,-64.826
2088.87,-64.220
2089.84,-63.976
2090.82,-63.946
2091.80,-63.976
2092.77,-64.537
2093.75,-63.803
2094.73,-63.918
2095.70,-63.382
2096.68,-64.645
2097.66,-64.183
2098.63,-64.429
2099.61,-64.334
2100.59,-63.236
2101.56,-62.142
2102.54,-64.262
2103.52,-62.955
2104.49,-64.096
2105.47,-64.481
2106.45,-63.600
2107.42,-63.601
2108.40,-63.578
2109.38,-62.816
2110.35,-63.319
2111.33,-63.682
2112.30,-64.354
2113.28,-62.876
2114.26,-62.006
2115.23,-61.766
2116.21,-63.001
2117.19,-62.583
2118.16,-61.823
2119.14,-63.163
2120.12,-64.033
2121.09,-62.841
2122.07,-63.102
2123.05,-61.900
2124.02,-62.143
2125.00,-61.938
2125.98,-61.454
2126.95,-63.049
2127.93,-62.144
2128.91,-62.867
2129.88,-62.077
2130.86,-60.979
2131.84,-61.888
2132.81,-62.136
2133.79,-63.126
2134.77,-62.316
2135.74,-61.618
2136.72,-61.319
2137.70,-61.222
2138.67,-61.989
2139.65,-60.594
2140.62,-61.812
2141.60,-61.295
2142.58,-61.434
2143.55,-60.927
2144.53,-62.184
2145.51,-61.872
2146.48,-61.133
2147.46,-60.631
2148.44,-60.596
2149.41,-61.852
2150.39,-61.076
2151.37,-61.437
2152.34,-60.348
2153.32,-59.384
2154.30,-59.938
2155.27,-59.850
2156.25,-58.823
2157.23,-60.173
2158.20,-60.725
2159.18,-58.977
2160.16,-59.772
2161.13,-59.428
2162.11,-58.911
2163.09,-59.150
2164.06,-58.882
2165.04,-60.043
2166.02,-58.823
2166.99,-59.652
2167.97,-59.577
2168.95,-58.634
2169.92,-58.863
2170.90,-58.567
2171.88,-58.456
2172.85,-57.039
2173.83,-58.430
2174.80,-57.442
2175.78,-57.093
2176.76,-58.249
2177.73,-57.379
2178.71,-56.168
2179.69,-56.330
2180.66,-57.174
2181.64,-57.059
2182.62,-56.876
2183.59,-55.984
2184.57,-57.327
2185.55,-56.409
2186.52,-55.975
2187.50,-55.824
2188.48,-55.590
2189.45,-55.855
2190.43,-55.723
2191.41,-55.081
2192.38,-54.571
2193.36,-53.336
2194.34,-54.148
2195.31,-55.234
2196.29,-54.939
2197.27,-53.980
2198.24,-54.392
2199.22,-54.236
2200.20,-54.403
2201.17,-53.588
2202.15,-53.763
2203.12,-53.898
2204.10,-53.617
2205.08,-53.328
2206.05,-52.373
2207.03,-51.322
2208.01,-52.731
2208.98,-51.996
2209.96,-51.724
2210.94,-52.849
2211.91,-52.371
2212.89,-51.184
2213.87,-50.810
2214.84,-51.551
2215.82,-51.650
2216.80,-50.713
2217.77,-52.065
2218.75,-50.946
2219.73,-50.814
2220.70,-51.630
2221.68,-50.634
2222.66,-49.670
2223.63,-50.037
2224.61,-50.549
2225.59,-49.892
2226.56,-50.058
2227.54,-48.177
2228.52,-48.693
2229.49,-50.313
2230.47,-49.499
2231.45,-50.932
2232.42,-49.121
2233.40,-48.716
2234.38,-50.056
2235.35,-50.020
2236.33,-51.060
2237.30,-50.740
2238.28,-50.431
2239.26,-49.743
2240.23,-50.411
2241.21,-50.452
2242.19,-48.847
2243.16,-49.383
2244.14,-50.056
2245.12,-50.495
2246.09,-50.544
2247.07,-51.533
2248.05,-50.089
2249.02,-51.321
2250.00,-50.581
2250.98,-51.846
2251.95,-51.158
2252.93,-51.330
2253.91,-50.744
2254.88,-50.821
2255.86,-52.801
2256.84,-51.895
2257.81,-52.862
2258.79,-52.370
2259.77,-51.670
2260.74,-52.491
2261.72,-52.310
2262.70,-52.799
2263.67,-53.018
2264.65,-53.878
2265.62,-53.502
2266.60,-51.629
2267.58,-52.890
2268.55,-54.384
2269.53,-54.534
2270.51,-53.810
2271.48,-55.373
2272.46,-53.920
2273.44,-55.012
2274.41,-54.705
2275.39,-54.838
2276.37,-54.760
2277.34,-55.043
2278.32,-54.980
2279.30,-54.573
2280.27,-55.278
2281.25,-55.410
2282.23,-54.919
2283.20,-54.666
2284.18,-56.808
2285.16,-56.948
2286.13,-56.529
2287.11,-56.819
2288.09,-56.637
2289.06,-57.655
2290.04,-57.022
2291.02,-57.720
2291.99,-56.916
2292.97,-57.253
2293.95,-57.520
2294.92,-56.692
2295.90,-57.148
2296.88,-58.349
2297.85,-58.148
2298.83,-56.840
2299.80,-57.599
2300.78,-57.570
2301.76,-57.960
2302.73,-58.033
2303.71,-58.657
2304.69,-58.104
2305.66,-58.213
2306.64,-58.516
2307.62,-59.290
2308.59,-57.034
2309.57,-58.239
2310.55,-57.899
2311.52,-59.449
2312.50,-59.105
2313.48,-58.389
2314.45,-59.838
2315.43,-59.716
2316.41,-58.188
2317.38,-58.360
2318.36,-60.122
2319.34,-60.481
2320.31,-59.716
2321.29,-60.259
2322.27,-60.180
2323.24,-59.673
2324.22,-58.776
2325.20,-59.685
2326.17,-60.485
2327.15,-60.355
2328.12,-61.043
2329.10,-59.270
2330.08,-60.345
2331.05,-60.036
2332.03,-59.731
2333.01,-59.925
2333.98,-61.362
2334.96,-61.336
2335.94,-60.295
2336.91,-60.403
2337.89,-60.498
2338.87,-58.937
2339.84,-60.970
2340.82,-60.375
2341.80,-60.826
2342.77,-61.313
2343.75,-60.621
2344.73,-61.843
2345.70,-60.620
2346.68,-60.991
2347.66,-61.708
2348.63,-61.523
2349.61,-61.910
2350.59,-60.423
2351.56,-59.990
2352.54,-61.900
2353.52,-61.770
2354.49,-61.617
2355.47,-62.803
2356.45,-61.763
2357.42,-61.924
2358.40,-62.713
2359.38,-62.209
2360.35,-61.745
2361.33,-61.169
2362.30,-62.214
2363.28,-61.748
2364.26,-61.442
2365.23,-62.776
2366.21,-61.159
2367.19,-62.164
2368.16,-62.448
2369.14,-62.945
2370.12,-63.149
2371.09,-62.180
2372.07,-62.189
2373.05,-61.625
2374.02,-61.629
2375.00,-61.720
2375.98,-61.645
2376.95,-62.019
2377.93,-61.723
2378.91,-61.800
2379.88,-62.931
2380.86,-61.321
2381.84,-62.144
2382.81,-63.649
2383.79,-63.299
2384.77,-63.405
2385.74,-62.391
2386.72,-62.709
2387.70,-63.152
2388.67,-63.421
2389.65,-63.219
2390.62,-63.480
2391.60,-63.668
2392.58,-63.701
2393.55,-63.578
2394.53,-63.805
2395.51,-64.614
2396.48,-63.770
2397.46,-63.526
2398.44,-62.722
2399.41,-62.010
2400.39,-62.590
2401.37,-62.433
2402.34,-63.777
2403.32,-63.830
2404.30,-63.099
2405.27,-64.025
2406.25,-64.267
2407.23,-62.670
2408.20,-63.131
2409.18,-62.987
2410.16,-62.388
2411.13,-61.701
2412.11,-63.498
2413.09,-63.635
2414.06,-62.369
2415.04,-62.176
2416.02,-64.683
2416.99,-62.331
2417.97,-63.591
2418.95,-62.527
2419.92,-62.419
2420.90,-64.167
2421.88,-63.343
2422.85,-63.836
2423.83,-63.629
2424.80,-63.523
2425.78,-62.667
2426.76,-63.679
2427.73,-63.184
2428.71,-63.540
2429.69,-63.736
2430.66,-63.907
2431.64,-63.610
2432.62,-63.194
2433.59,-62.874
2434.57,-64.766
2435.55,-63.889
2436.52,-64.069
2437.50,-63.002
2438.48,-62.963
2439.45,-62.844
2440.43,-64.144
2441.41,-63.896
2442.38,-63.843
2443.36,-64.512
2444.34,-64.281
2445.31,-65.041
2446.29,-65.046
2447.27,-64.812
2448.24,-63.596
2449.22,-63.602
2450.20,-65.000
2451.17,-64.335
2452.15,-64.240
2453.12,-63.637
2454.10,-64.801
2455.08,-64.343
2456.05,-63.624
2457.03,-62.409
2458.01,-62.915
2458.98,-65.111
2459.96,-64.332
2460.94,-64.930
2461.91,-64.740
2462.89,-63.502
2463.87,-62.719
2464.84,-63.563
2465.82,-63.838
2466.80,-65.855
2467.77,-64.666
2468.75,-64.643
2469.73,-64.050
2470.70,-63.987
2471.68,-64.163
2472.66,-65.133
2473.63,-64.204
2474.61,-63.955
2475.59,-63.825
2476.56,-64.743
2477.54,-64.493
2478.52,-64.139
2479.49,-65.401
2480.47,-63.426
2481.45,-64.163
2482.42,-65.643
2483.40,-63.648
2484.38,-64.312
2485.35,-64.561
2486.33,-64.991
2487.30,-64.463
2488.28,-65.010
2489.26,-64.380
2490.23,-64.180
2491.21,-63.766
2492.19,-64.775
2493.16,-64.273
2494.14,-64.400
2495.12,-64.292
2496.09,-64.384
2497.07,-64.538
2498.05,-64.083
2499.02,-64.818
2500.00,-64.377
2500.98,-63.730
2501.95,-64.937
2502.93,-65.967
2503.91,-64.785
2504.88,-63.834
2505.86,-65.046
2506.84,-65.117
2507.81,-64.336
2508.79,-65.414
2509.77,-64.548
2510.74,-65.061
2511.72,-65.168
2512.70,-65.303
2513.67,-64.712
2514.65,-65.177
2515.62,-64.596
2516.60,-64.981
2517.58,-64.092
2518.55,-64.721
2519.53,-64.652
2520.51,-65.788
2521.48,-65.802
2522.46,-65.777
2523.44,-64.598
2524.41,-64.987
2525.39,-64.941
2526.37,-63.707
2527.34,-64.825
2528.32,-65.246
2529.30,-65.481
2530.27,-63.934
2531.25,-64.806
2532.23,-66.147
2533.20,-65.949
2534.18,-62.881
2535.16,-64.147
2536.13,-65.748
2537.11,-64.249
2538.09,-64.712
2539.06,-64.169
2540.04,-64.026
2541.02,-66.268
2541.99,-64.914
2542.97,-63.201
2543.95,-64.565
2544.92,-63.827
2545.90,-62.716
2546.88,-64.023
2547.85,-65.285
2548.83,-65.410
2549.80,-64.655
2550.78,-63.018
2551.76,-64.555
2552.73,-64.863
2553.71,-64.482
2554.69,-63.689
2555.66,-63.754
2556.64,-63.353
2557.62,-64.664
2558.59,-63.979
2559.57,-63.561
2560.55,-65.409
2561.52,-64.719
2562.50,-64.249
2563.48,-65.098
2564.45,-64.921
2565.43,-64.274
2566.41,-64.940
2567.38,-65.339
2568.36,-65.008
2569.34,-64.489
2570.31,-64.037
2571.29,-64.146
2572.27,-65.181
2573.24,-64.508
2574.22,-64.145
2575.20,-64.206
2576.17,-64.013
2577.15,-64.375
2578.12,-63.789
2579.10,-64.001
2580.08,-65.147
2581.05,-63.912
2582.03,-64.224
2583.01,-64.134
2583.98,-63.440
2584.96,-63.667
2585.94,-64.500
2586.91,-64.139
2587.89,-64.021
2588.87,-63.393
2589.84,-65.369
2590.82,-65.156
2591.80,-63.579
2592.77,-62.834
2593.75,-64.623
2594.73,-64.208
2595.70,-63.156
2596.68,-63.387
2597.66,-63.707
2598.63,-62.919
2599.61,-62.962
2600.59,-63.683
2601.56,-64.089
2602.54,-64.758
2603.52,-63.691
2604.49,-62.242
2605.47,-62.828
2606.45,-64.599
2607.42,-63.142
2608.40,-65.066
2609.38,-64.965
2610.35,-63.213
2611.33,-63.449
2612.30,-64.589
2613.28,-64.079
2614.26,-63.261
2615.23,-64.723
2616.21,-63.648
2617.19,-63.264
2618.16,-65.202
2619.14,-64.225
2620.12,-63.206
2621.09,-62.737
2622.07,-63.560
2623.05,-64.168
2624.02,-63.669
2625.00,-63.831
2625.98,-63.635
2626.95,-62.511
2627.93,-63.665
2628.91,-62.317
2629.88,-64.644
2630.86,-64.543
2631.84,-62.754
2632.81,-63.144
2633.79,-63.315
2634.77,-64.526
2635.74,-64.184
2636.72,-63.343
2637.70,-65.363
2638.67,-62.835
2639.65,-63.203
2640.62,-63.871
2641.60,-62.797
2642.58,-63.640
2643.55,-63.260
2644.53,-62.914
2645.51,-63.893
2646.48,-64.001
2647.46,-64.329
2648.44,-64.052
2649.41,-62.842
2650.39,-63.406
2651.37,-63.018
2652.34,-62.802
2653.32,-63.121
2654.30,-63.639
2655.27,-63.178
2656.25,-63.721
2657.23,-62.855
2658.20,-61.769
2659.18,-62.706
2660.16,-62.389
2661.13,-63.602
2662.11,-62.471
2663.09,-63.348
2664.06,-61.754
2665.04,-62.595
2666.02,-63.615
2666.99,-62.934
2667.97,-62.617
2668.95,-63.293
2669.92,-62.110
2670.90,-61.921
2671.88,-62.685
2672.85,-61.396
2673.83,-62.342
2674.80,-62.549
2675.78,-62.174
2676.76,-62.299
2677.73,-62.427
2678.71,-61.129
2679.69,-61.329
2680.66,-61.901
2681.64,-61.387
2682.62,-62.036
2683.59,-62.421
2684.57,-61.541
2685.55,-62.529
2686.52,-61.345
2687.50,-62.022
2688.48,-62.343
2689.45,-62.173
2690.43,-60.580
2691.41,-61.848
2692.38,-62.555
2693.36,-62.334
2694.34,-62.352
2695.31,-61.590
2696.29,-62.193
2697.27,-61.669
2698.24,-61.171
2699.22,-61.812
2700.20,-61.841
2701.17,-61.124
2702.15,-60.917
2703.12,-62.111
2704.10,-61.479
2705.08,-62.837
2706.05,-61.792
2707.03,-61.595
2708.01,-61.105
2708.98,-61.680
2709.96,-60.076
2710.94,-61.053
2711.91,-61.466
2712.89,-60.761
2713.87,-60.891
2714.84,-60.275
2715.82,-61.115
2716.80,-61.251
2717.77,-59.998
2718.75,-60.468
2719.73,-59.722
2720.70,-61.480
2721.68,-61.438
2722.66,-61.668
2723.63,-60.555
2724.61,-61.654
2725.59,-60.067
2726.56,-60.270
2727.54,-61.145
2728.52,-60.867
2729.49,-60.524
2730.47,-60.840
2731.45,-60.824
2732.42,-61.497
2733.40,-59.779
2734.38,-60.143
2735.35,-60.184
2736.33,-60.427
2737.30,-60.587
2738.28,-60.099
2739.26,-59.558
2740.23,-58.736
2741.21,-59.656
2742.19,-60.970
2743.16,-59.714
2744.14,-59.766
2745.12,-59.958
2746.09,-60.601
2747.07,-60.443
2748.05,-60.726
2749.02,-60.602
2750.00,-60.375
2750.98,-60.276
2751.95,-59.269
2752.93,-58.541
2753.91,-58.761
2754.88,-59.575
2755.86,-59.426
2756.84,-59.406
2757.81,-59.493
2758.79,-58.748
2759.77,-59.177
2760.74,-59.056
2761.72,-59.155
2762.70,-58.817
2763.67,-59.079
2764.65,-58.580
2765.62,-59.613
2766.60,-58.972
2767.58,-59.102
2768.55,-58.584
2769.53,-57.175
2770.51,-59.215
2771.48,-58.194
2772.46,-58.774
2773.44,-58.009
2774.41,-57.915
2775.39,-58.328
2776.37,-58.081
2777.34,-58.062
2778.32,-58.632
2779.30,-57.131
2780.27,-58.442
2781.25,-58.161
2782.23,-58.058
2783.20,-56.786
2784.18,-58.731
2785.16,-57.472
2786.13,-59.190
2787.11,-59.195
2788.09,-58.412
2789.06,-58.439
2790.04,-57.942
2791.02,-57.585
2791.99,-56.483
2792.97,-57.754
2793.95,-56.285
2794.92,-57.496
2795.90,-57.014
2796.88,-57.794
2797.85,-57.470
2798.83,-57.575
2799.80,-57.089
2800.78,-56.164
2801.76,-56.641
2802.73,-57.328
2803.71,-56.758
2804.69,-56.711
2805.66,-55.415
2806.64,-56.908
2807.62,-56.685
2808.59,-56.999
2809.57,-55.859
2810.55,-56.246
2811.52,-55.657
2812.50,-54.922
2813.48,-56.726
2814.45,-55.348
2815.43,-55.427
2816.41,-55.703
2817.38,-56.675
2818.36,-55.073
2819.34,-56.323
2820.31,-56.716
2821.29,-56.794
