Frequency (Hz),FFT Magnitude (dB)
1456.05,-59.982
1457.03,-59.285
1458.01,-61.297
1458.98,-62.082
1459.96,-61.986
1460.94,-62.083
1461.91,-61.816
1462.89,-61.878
1463.87,-61.571
1464.84,-62.064
1465.82,-62.395
1466.80,-61.290
1467.77,-61.774
1468.75,-60.790
1469.73,-62.679
1470.70,-61.459
1471.68,-62.979
1472.66,-62.141
1473.63,-61.408
1474.61,-62.970
1475.59,-64.114
1476.56,-62.026
1477.54,-62.874
1478.52,-62.752
1479.49,-62.156
1480.47,-63.933
1481.45,-63.423
1482.42,-62.627
1483.40,-63.612
1484.38,-61.945
1485.35,-62.926
1486.33,-64.069
1487.30,-64.124
1488.28,-63.558
1489.26,-64.056
1490.23,-64.505
1491.21,-64.348
1492.19,-63.011
1493.16,-63.866
1494.14,-64.230
1495.12,-64.501
1496.09,-66.268
1497.07,-64.344
1498.05,-65.058
1499.02,-65.901
1500.00,-66.504
1500.98,-64.255
1501.95,-64.539
1502.93,-64.069
1503.91,-64.035
1504.88,-64.580
1505.86,-64.454
1506.84,-65.089
1507.81,-64.466
1508.79,-64.461
1509.77,-64.408
1510.74,-63.921
1511.72,-65.259
1512.70,-65.252
1513.67,-65.105
1514.65,-65.830
1515.62,-64.803
1516.60,-64.794
1517.58,-64.740
1518.55,-65.127
1519.53,-65.405
1520.51,-65.047
1521.48,-64.461
1522.46,-65.457
1523.44,-65.668
1524.41,-66.356
1525.39,-66.479
1526.37,-65.479
1527.34,-65.300
1528.32,-65.190
1529.30,-65.556
1530.27,-66.265
1531.25,-65.520
1532.23,-67.033
1533.20,-66.219
1534.18,-66.647
1535.16,-65.607
1536.13,-65.545
1537.11,-66.352
1538.09,-65.535
1539.06,-66.317
1540.04,-66.153
1541.02,-67.324
1541.99,-65.955
1542.97,-66.122
1543.95,-65.887
1544.92,-65.608
1545.90,-65.331
1546.88,-66.937
1547.85,-66.368
1548.83,-66.903
1549.80,-66.828
1550.78,-66.509
1551.76,-67.378
1552.73,-65.215
1553.71,-67.030
1554.69,-67.311
1555.66,-66.280
1556.64,-65.465
1557.62,-68.228
1558.59,-65.982
1559.57,-67.087
1560.55,-66.989
1561.52,-65.923
1562.50,-66.333
1563.48,-66.426
1564.45,-66.610
1565.43,-67.489
1566.41,-66.785
1567.38,-66.514
1568.36,-65.690
1569.34,-67.405
1570.31,-66.929
1571.29,-66.620
1572.27,-66.453
1573.24,-68.132
1574.22,-66.261
1575.20,-66.368
1576.17,-67.341
1577.15,-66.820
1578.12,-66.436
1579.10,-67.209
1580.08,-66.422
1581.05,-66.739
1582.03,-66.035
1583.01,-66.211
1583.98,-65.922
1584.96,-65.734
1585.94,-66.714
1586.91,-67.668
1587.89,-67.147
1588.87,-67.528
1589.84,-66.477
1590.82,-66.427
1591.80,-66.726
1592.77,-65.720
1593.75,-66.603
1594.73,-66.018
1595.70,-66.570
1596.68,-67.229
1597.66,-65.687
1598.63,-66.489
1599.61,-67.592
1600.59,-66.083
1601.56,-67.006
1602.54,-67.655
1603.52,-66.752
1604.49,-64.948
1605.47,-66.928
1606.45,-66.021
1607.42,-66.946
1608.40,-66.898
1609.38,-67.126
1610.35,-67.041
1611.33,-66.063
1612.30,-66.967
1613.28,-67.069
1614.26,-66.466
1615.23,-68.258
1616.21,-67.752
1617.19,-66.666
1618.16,-65.988
1619.14,-65.924
1620.12,-67.164
1621.09,-66.584
1622.07,-66.548
1623.05,-66.482
1624.02,-65.779
1625.00,-65.891
1625.98,-65.585
1626.95,-66.354
1627.93,-66.420
1628.91,-65.710
1629.88,-65.814
1630.86,-66.349
1631.84,-65.371
1632.81,-66.231
1633.79,-67.172
1634.77,-67.602
1635.74,-66.937
1636.72,-66.015
1637.70,-65.881
1638.67,-66.798
1639.65,-66.638
1640.62,-65.572
1641.60,-65.271
1642.58,-65.454
1643.55,-66.271
1644.53,-65.851
1645.51,-66.535
1646.48,-66.115
1647.46,-65.630
1648.44,-67.688
1649.41,-66.176
1650.39,-64.879
1651.37,-66.614
1652.34,-66.840
1653.32,-66.656
1654.30,-67.508
1655.27,-66.402
1656.25,-65.862
1657.23,-66.395
1658.20,-66.077
1659.18,-66.406
1660.16,-66.609
1661.13,-66.503
1662.11,-65.600
1663.09,-66.318
1664.06,-65.778
1665.04,-65.541
1666.02,-65.892
1666.99,-64.855
1667.97,-66.192
1668.95,-65.755
1669.92,-66.684
1670.90,-66.219
1671.88,-65.364
1672.85,-65.811
1673.83,-66.155
1674.80,-66.369
1675.78,-66.322
1676.76,-65.251
1677.73,-64.388
1678.71,-64.376
1679.69,-63.693
1680.66,-65.771
1681.64,-65.982
1682.62,-65.346
1683.59,-64.824
1684.57,-66.355
1685.55,-64.457
1686.52,-65.910
1687.50,-64.830
1688.48,-65.764
1689.45,-65.178
1690.43,-64.620
1691.41,-65.351
1692.38,-65.051
1693.36,-63.874
1694.34,-64.727
1695.31,-63.487
1696.29,-64.873
1697.27,-64.143
1698.24,-64.020
1699.22,-64.245
1700.20,-65.254
1701.17,-64.843
1702.15,-65.549
1703.12,-63.227
1704.10,-65.022
1705.08,-63.798
1706.05,-64.892
1707.03,-63.923
1708.01,-63.709
1708.98,-64.527
1709.96,-64.511
1710.94,-63.966
1711.91,-64.181
1712.89,-63.519
1713.87,-63.493
1714.84,-63.929
1715.82,-64.609
1716.80,-64.176
1717.77,-63.434
1718.75,-64.150
1719.73,-63.930
1720.70,-63.638
1721.68,-63.397
1722.66,-62.647
1723.63,-63.203
1724.61,-63.728
1725.59,-63.637
1726.56,-63.545
1727.54,-63.807
1728.52,-62.752
1729.49,-63.577
1730.47,-63.207
1731.45,-63.096
1732.42,-62.138
1733.40,-63.731
1734.38,-62.296
1735.35,-61.958
1736.33,-61.890
1737.30,-61.765
1738.28,-61.639
1739.26,-62.721
1740.23,-63.402
1741.21,-61.295
1742.19,-62.287
1743.16,-61.880
1744.14,-61.479
1745.12,-61.470
1746.09,-61.501
1747.07,-61.432
1748.05,-61.156
1749.02,-61.871
1750.00,-61.496
1750.98,-61.992
1751.95,-60.737
1752.93,-61.859
1753.91,-61.485
1754.88,-60.852
1755.86,-61.644
1756.84,-60.388
1757.81,-61.771
1758.79,-61.586
1759.77,-61.109
1760.74,-60.964
1761.72,-61.149
1762.70,-59.691
1763.67,-59.234
1764.65,-60.458
1765.62,-60.203
1766.60,-59.744
1767.58,-58.704
1768.55,-60.437
1769.53,-60.049
1770.51,-59.309
1771.48,-59.750
1772.46,-60.653
1773.44,-59.656
1774.41,-59.242
1775.39,-58.621
1776.37,-59.299
1777.34,-58.596
1778.32,-59.240
1779.30,-58.911
1780.27,-58.932
1781.25,-57.797
1782.23,-58.351
1783.20,-57.364
1784.18,-58.198
1785.16,-58.396
1786.13,-56.657
1787.11,-57.550
1788.09,-57.114
1789.06,-57.530
1790.04,-58.249
1791.02,-57.881
1791.99,-56.827
1792.97,-57.938
1793.95,-56.892
1794.92,-55.151
1795.90,-56.090
1796.88,-56.340
1797.85,-55.277
1798.83,-56.428
1799.80,-57.043
1800.78,-57.443
1801.76,-56.224
1802.73,-55.782
1803.71,-54.898
1804.69,-55.953
1805.66,-55.003
1806.64,-54.930
1807.62,-54.973
1808.59,-54.446
1809.57,-53.862
1810.55,-53.415
1811.52,-54.587
1812.50,-53.298
1813.48,-53.015
1814.45,-52.755
1815.43,-52.344
1816.41,-52.409
1817.38,-52.402
1818.36,-52.228
1819.34,-51.876
1820.31,-52.460
1821.29,-50.807
1822.27,-52.332
1823.24,-52.466
1824.22,-52.545
1825.20,-51.157
1826.17,-51.670
1827.15,-50.628
1828.12,-50.545
1829.10,-49.636
1830.08,-50.232
1831.05,-50.247
1832.03,-49.394
1833.01,-49.197
1833.98,-49.151
1834.96,-48.803
1835.94,-47.561
1836.91,-47.701
1837.89,-48.712
1838.87,-48.540
1839.84,-48.162
1840.82,-47.584
1841.80,-47.585
1842.77,-46.789
1843.75,-47.700
1844.73,-46.275
1845.70,-47.328
1846.68,-46.947
1847.66,-47.081
1848.63,-47.329
1849.61,-45.881
1850.59,-46.257
1851.56,-46.996
1852.54,-47.374
1853.52,-48.388
1854.49,-47.955
1855.47,-48.180
1856.45,-46.883
1857.42,-46.248
1858.40,-48.250
1859.38,-47.530
1860.35,-47.354
1861.33,-48.274
1862.30,-49.061
1863.28,-48.826
1864.26,-50.245
1865.23,-50.001
1866.21,-48.910
1867.19,-49.016
1868.16,-50.819
1869.14,-49.326
1870.12,-51.046
1871.09,-51.701
1872.07,-52.376
1873.05,-51.132
1874.02,-52.042
1875.00,-51.972
1875.98,-52.132
1876.95,-51.214
1877.93,-52.754
1878.91,-51.673
1879.88,-52.691
1880.86,-52.540
1881.84,-51.335
1882.81,-52.278
1883.79,-52.613
1884.77,-52.191
1885.74,-54.565
1886.72,-53.572
1887.70,-52.947
1888.67,-54.546
1889.65,-52.969
1890.62,-54.163
1891.60,-54.425
1892.58,-54.125
1893.55,-54.328
1894.53,-54.409
1895.51,-54.464
1896.48,-54.283
1897.46,-55.193
1898.44,-54.013
1899.41,-54.082
1900.39,-54.823
1901.37,-55.314
1902.34,-54.918
1903.32,-55.367
1904.30,-55.553
1905.27,-55.382
1906.25,-55.656
1907.23,-57.282
1908.20,-57.265
1909.18,-56.616
1910.16,-56.468
1911.13,-56.686
1912.11,-56.319
1913.09,-56.488
1914.06,-55.541
1915.04,-55.979
1916.02,-56.068
1916.99,-57.264
1917.97,-56.917
1918.95,-57.437
1919.92,-55.907
1920.90,-55.326
1921.88,-57.664
1922.85,-57.539
1923.83,-56.567
1924.80,-57.734
1925.78,-58.159
1926.76,-57.517
1927.73,-57.222
1928.71,-57.587
1929.69,-58.251
1930.66,-58.373
1931.64,-59.567
1932.62,-58.302
1933.59,-59.047
1934.57,-58.376
1935.55,-58.181
1936.52,-59.582
1937.50,-59.038
1938.48,-57.996
1939.45,-58.983
1940.43,-58.354
1941.41,-57.934
1942.38,-58.015
1943.36,-60.771
1944.34,-59.072
1945.31,-58.433
1946.29,-59.525
1947.27,-59.981
1948.24,-60.434
1949.22,-58.355
1950.20,-59.245
1951.17,-60.150
1952.15,-59.785
1953.12,-60.287
1954.10,-60.675
1955.08,-60.298
1956.05,-60.953
1957.03,-60.339
1958.01,-60.109
1958.98,-59.198
1959.96,-59.755
1960.94,-60.236
1961.91,-60.458
1962.89,-60.205
1963.87,-60.263
1964.84,-59.569
1965.82,-60.389
1966.80,-60.988
1967.77,-60.400
1968.75,-59.740
1969.73,-60.775
1970.70,-59.902
1971.68,-61.836
1972.66,-60.514
1973.63,-60.679
1974.61,-59.841
1975.59,-60.133
1976.56,-61.317
1977.54,-60.948
1978.52,-61.378
1979.49,-61.095
1980.47,-60.906
1981.45,-61.255
1982.42,-61.294
1983.40,-60.477
1984.38,-61.662
1985.35,-60.982
1986.33,-61.706
1987.30,-60.617
1988.28,-60.942
1989.26,-62.190
1990.23,-60.352
1991.21,-61.605
1992.19,-61.464
1993.16,-60.932
1994.14,-61.598
1995.12,-61.216
1996.09,-62.424
1997.07,-60.958
1998.05,-60.579
1999.02,-61.658
2000.00,-60.921
2000.98,-61.956
2001.95,-60.835
2002.93,-60.894
2003.91,-61.869
2004.88,-61.802
2005.86,-60.578
2006.84,-61.904
2007.81,-62.020
2008.79,-62.048
2009.77,-60.935
2010.74,-61.420
2011.72,-63.399
2012.70,-62.601
2013.67,-60.984
2014.65,-61.525
2015.62,-61.543
2016.60,-61.471
2017.58,-61.168
2018.55,-62.024
2019.53,-61.166
2020.51,-62.051
2021.48,-61.999
2022.46,-61.399
2023.44,-62.112
2024.41,-62.308
2025.39,-62.006
2026.37,-60.777
2027.34,-61.678
2028.32,-62.086
2029.30,-62.021
2030.27,-61.116
2031.25,-61.454
2032.23,-60.969
2033.20,-60.585
2034.18,-61.849
2035.16,-61.557
2036.13,-61.133
2037.11,-60.878
2038.09,-60.873
2039.06,-61.314
2040.04,-61.367
2041.02,-62.738
2041.99,-62.031
2042.97,-61.732
2043.95,-61.638
2044.92,-63.076
2045.90,-62.567
2046.88,-61.898
2047.85,-62.215
2048.83,-61.767
2049.80,-61.686
2050.78,-63.126
2051.76,-60.715
2052.73,-62.174
2053.71,-61.403
2054.69,-62.584
2055.66,-62.072
2056.64,-61.935
2057.62,-61.162
2058.59,-61.041
2059.57,-60.766
2060.55,-61.593
2061.52,-60.455
2062.50,-61.538
2063.48,-61.611
2064.45,-61.834
2065.43,-61.544
2066.41,-61.485
2067.38,-60.932
2068.36,-61.073
2069.34,-61.564
2070.31,-61.191
2071.29,-60.165
2072.27,-61.206
2073.24,-60.259
2074.22,-60.924
2075.20,-61.517
2076.17,-61.355
2077.15,-61.530
2078.12,-61.155
2079.10,-60.102
2080.08,-60.597
2081.05,-59.932
2082.03,-61.591
2083.01,-60.282
2083.98,-61.265
2084.96,-61.071
2085.94,-60.894
2086.91,-61.643
2087.89,-60.661
2088.87,-61.488
2089.84,-62.049
2090.82,-61.125
2091.80,-61.822
2092.77,-60.782
2093.75,-60.938
2094.73,-61.550
2095.70,-61.208
2096.68,-61.548
2097.66,-61.550
2098.63,-61.646
2099.61,-62.527
2100.59,-62.107
2101.56,-60.412
2102.54,-60.470
2103.52,-59.861
2104.49,-61.158
2105.47,-61.637
2106.45,-60.390
2107.42,-60.319
2108.40,-61.331
2109.38,-61.200
2110.35,-61.196
2111.33,-59.455
2112.30,-61.249
2113.28,-61.446
2114.26,-61.403
2115.23,-60.723
2116.21,-60.964
2117.19,-60.958
2118.16,-60.776
2119.14,-60.938
2120.12,-61.265
2121.09,-60.836
2122.07,-60.970
2123.05,-59.976
2124.02,-60.156
2125.00,-60.960
2125.98,-60.294
2126.95,-59.906
2127.93,-60.708
2128.91,-59.602
2129.88,-59.353
2130.86,-60.035
2131.84,-61.583
2132.81,-59.851
2133.79,-61.112
2134.77,-59.188
2135.74,-59.531
2136.72,-61.128
2137.70,-60.348
2138.67,-60.403
2139.65,-60.327
2140.62,-60.396
2141.60,-60.531
2142.58,-60.254
2143.55,-60.061
2144.53,-59.898
2145.51,-59.732
2146.48,-59.924
2147.46,-60.025
2148.44,-60.251
2149.41,-57.894
2150.39,-60.238
2151.37,-59.795
2152.34,-59.156
2153.32,-59.831
2154.30,-58.501
2155.27,-59.547
2156.25,-59.848
2157.23,-59.810
2158.20,-58.877
2159.18,-59.506
2160.16,-58.300
2161.13,-59.243
2162.11,-58.319
2163.09,-60.511
2164.06,-59.221
2165.04,-59.432
2166.02,-59.925
2166.99,-59.466
2167.97,-58.431
2168.95,-58.976
2169.92,-58.263
2170.90,-57.949
2171.88,-58.224
2172.85,-58.676
2173.83,-58.441
2174.80,-58.525
2175.78,-59.568
2176.76,-57.525
2177.73,-58.785
2178.71,-58.112
2179.69,-56.966
2180.66,-58.006
2181.64,-58.203
2182.62,-57.800
2183.59,-57.422
2184.57,-58.298
2185.55,-58.975
2186.52,-58.562
2187.50,-58.338
2188.48,-57.547
2189.45,-57.564
2190.43,-58.089
2191.41,-58.455
2192.38,-57.552
2193.36,-57.444
2194.34,-56.134
2195.31,-56.378
2196.29,-57.015
2197.27,-57.790
2198.24,-57.115
2199.22,-57.267
2200.20,-56.382
2201.17,-56.685
2202.15,-56.612
2203.12,-56.623
2204.10,-56.217
2205.08,-56.292
2206.05,-56.354
2207.03,-55.789
2208.01,-56.367
2208.98,-56.387
2209.96,-55.636
2210.94,-56.112
2211.91,-55.936
2212.89,-54.807
2213.87,-55.093
2214.84,-55.597
2215.82,-55.644
2216.80,-54.808
2217.77,-56.218
2218.75,-55.095
2219.73,-55.318
2220.70,-55.651
2221.68,-54.877
2222.66,-54.231
2223.63,-54.264
2224.61,-53.766
2225.59,-54.562
2226.56,-54.281
2227.54,-54.253
2228.52,-54.356
2229.49,-53.580
2230.47,-53.487
2231.45,-53.714
2232.42,-53.125
2233.40,-52.657
2234.38,-53.480
2235.35,-53.862
2236.33,-53.155
2237.30,-53.127
2238.28,-52.681
2239.26,-52.649
2240.23,-52.574
2241.21,-52.552
2242.19,-52.474
2243.16,-51.387
2244.14,-52.149
2245.12,-51.452
2246.09,-51.448
2247.07,-52.057
2248.05,-51.119
2249.02,-51.515
2250.00,-51.451
2250.98,-51.881
2251.95,-51.193
2252.93,-50.511
2253.91,-51.335
2254.88,-51.073
2255.86,-50.356
2256.84,-49.894
2257.81,-49.392
2258.79,-49.376
2259.77,-49.733
2260.74,-49.314
2261.72,-49.694
2262.70,-49.275
2263.67,-48.919
2264.65,-47.656
2265.62,-49.123
2266.60,-47.142
2267.58,-48.578
2268.55,-47.805
2269.53,-48.293
2270.51,-47.644
2271.48,-47.108
2272.46,-46.781
2273.44,-47.251
2274.41,-47.011
2275.39,-47.337
2276.37,-46.819
2277.34,-45.462
2278.32,-45.730
2279.30,-46.832
2280.27,-46.059
2281.25,-43.736
2282.23,-45.240
2283.20,-45.105
2284.18,-43.207
2285.16,-45.989
2286.13,-44.341
2287.11,-44.344
2288.09,-42.348
2289.06,-41.659
2290.04,-42.929
2291.02,-43.178
2291.99,-44.046
2292.97,-43.697
2293.95,-44.430
2294.92,-43.463
2295.90,-42.425
2296.88,-42.931
2297.85,-41.378
2298.83,-43.035
2299.80,-42.948
2300.78,-42.445
2301.76,-43.417
2302.73,-42.304
2303.71,-42.719
2304.69,-41.939
2305.66,-42.433
2306.64,-42.305
2307.62,-43.480
2308.59,-43.171
2309.57,-42.881
2310.55,-43.974
2311.52,-44.202
2312.50,-44.347
2313.48,-43.691
2314.45,-43.966
2315.43,-43.885
2316.41,-44.421
2317.38,-43.902
2318.36,-45.350
2319.34,-43.555
2320.31,-44.337
2321.29,-45.008
2322.27,-45.794
2323.24,-45.027
2324.22,-45.291
2325.20,-46.856
2326.17,-46.784
2327.15,-46.585
2328.12,-46.805
2329.10,-46.077
2330.08,-45.017
2331.05,-46.313
2332.03,-46.159
2333.01,-47.577
2333.98,-48.311
2334.96,-47.110
2335.94,-46.182
2336.91,-46.837
2337.89,-46.801
2338.87,-47.713
2339.84,-47.917
2340.82,-49.165
2341.80,-47.686
2342.77,-48.676
2343.75,-47.024
2344.73,-49.598
2345.70,-48.136
2346.68,-48.501
2347.66,-48.539
2348.63,-48.483
2349.61,-48.998
2350.59,-50.407
2351.56,-49.924
2352.54,-49.237
2353.52,-49.792
2354.49,-50.456
2355.47,-50.229
2356.45,-50.731
2357.42,-50.518
2358.40,-49.884
2359.38,-49.742
2360.35,-49.850
2361.33,-49.922
2362.30,-50.716
2363.28,-51.544
2364.26,-51.045
2365.23,-51.735
2366.21,-50.616
2367.19,-51.765
2368.16,-51.628
2369.14,-51.683
2370.12,-51.841
2371.09,-51.747
2372.07,-51.218
2373.05,-51.714
2374.02,-51.471
2375.00,-51.533
2375.98,-51.635
2376.95,-51.678
2377.93,-52.940
2378.91,-52.228
2379.88,-52.247
2380.86,-52.086
2381.84,-51.437
2382.81,-51.225
2383.79,-50.326
2384.77,-53.092
2385.74,-52.455
2386.72,-52.111
2387.70,-53.640
2388.67,-52.951
2389.65,-52.331
2390.62,-52.599
2391.60,-52.584
2392.58,-52.656
2393.55,-52.303
2394.53,-53.051
2395.51,-54.491
2396.48,-52.830
2397.46,-54.160
2398.44,-53.851
2399.41,-53.118
2400.39,-53.765
2401.37,-53.320
2402.34,-53.941
2403.32,-54.060
2404.30,-53.388
2405.27,-52.775
2406.25,-52.663
2407.23,-53.408
2408.20,-52.373
2409.18,-53.408
2410.16,-53.872
2411.13,-54.345
2412.11,-54.455
2413.09,-54.332
2414.06,-54.407
2415.04,-54.469
2416.02,-54.825
2416.99,-52.755
2417.97,-54.093
2418.95,-53.542
2419.92,-52.752
2420.90,-54.723
2421.88,-54.013
2422.85,-54.804
2423.83,-53.943
2424.80,-54.077
2425.78,-55.429
2426.76,-54.287
2427.73,-54.612
2428.71,-54.152
2429.69,-54.782
2430.66,-54.316
2431.64,-54.449
2432.62,-55.063
2433.59,-54.858
2434.57,-54.118
2435.55,-54.187
2436.52,-56.090
2437.50,-55.529
2438.48,-54.382
2439.45,-55.059
2440.43,-54.347
2441.41,-54.062
2442.38,-54.187
2443.36,-54.835
2444.34,-54.726
2445.31,-53.727
2446.29,-55.607
2447.27,-55.223
2448.24,-54.664
2449.22,-54.761
2450.20,-54.611
2451.17,-54.226
2452.15,-54.928
2453.12,-53.197
2454.10,-55.042
2455.08,-54.482
2456.05,-54.078
2457.03,-54.778
2458.01,-55.157
2458.98,-54.541
2459.96,-54.585
2460.94,-55.682
2461.91,-55.055
2462.89,-54.516
2463.87,-54.555
2464.84,-53.933
2465.82,-55.046
2466.80,-53.987
2467.77,-54.257
2468.75,-55.226
2469.73,-53.275
2470.70,-54.621
2471.68,-55.538
2472.66,-54.032
2473.63,-55.794
2474.61,-55.383
2475.59,-55.221
2476.56,-55.434
2477.54,-54.539
2478.52,-54.418
2479.49,-55.194
2480.47,-55.498
2481.45,-54.540
2482.42,-55.415
2483.40,-54.543
2484.38,-54.379
2485.35,-54.620
2486.33,-55.818
2487.30,-54.419
2488.28,-54.537
2489.26,-53.922
2490.23,-55.166
2491.21,-55.259
2492.19,-55.064
2493.16,-54.664
2494.14,-55.001
2495.12,-55.188
2496.09,-55.267
2497.07,-54.834
2498.05,-54.162
2499.02,-55.286
2500.00,-54.516
2500.98,-55.543
2501.95,-55.766
2502.93,-54.284
2503.91,-54.776
2504.88,-55.245
2505.86,-55.322
2506.84,-54.625
2507.81,-55.572
2508.79,-55.639
2509.77,-55.221
2510.74,-55.031
2511.72,-54.507
2512.70,-55.418
2513.67,-54.094
2514.65,-53.808
2515.62,-54.295
2516.60,-53.999
2517.58,-54.058
2518.55,-54.676
2519.53,-55.983
2520.51,-55.165
2521.48,-54.223
2522.46,-54.820
2523.44,-55.159
2524.41,-54.127
2525.39,-53.719
2526.37,-54.554
2527.34,-54.570
2528.32,-55.113
2529.30,-54.473
2530.27,-55.510
2531.25,-54.351
2532.23,-53.508
2533.20,-54.345
2534.18,-54.935
2535.16,-54.129
2536.13,-54.841
2537.11,-54.576
2538.09,-54.504
2539.06,-56.183
2540.04,-54.645
2541.02,-54.695
2541.99,-55.494
2542.97,-55.271
2543.95,-55.821
2544.92,-54.080
2545.90,-53.992
2546.88,-53.743
2547.85,-54.014
2548.83,-53.848
2549.80,-53.834
2550.78,-53.998
2551.76,-54.384
2552.73,-53.280
2553.71,-55.562
2554.69,-55.077
2555.66,-54.579
2556.64,-53.739
2557.62,-53.598
2558.59,-54.008
2559.57,-55.841
2560.55,-54.359
2561.52,-54.380
2562.50,-53.059
2563.48,-53.714
2564.45,-53.769
2565.43,-52.726
2566.41,-52.438
2567.38,-51.995
2568.36,-52.494
2569.34,-52.875
2570.31,-53.699
2571.29,-53.862
2572.27,-53.443
2573.24,-52.546
2574.22,-52.722
2575.20,-53.173
2576.17,-54.538
2577.15,-52.726
2578.12,-53.288
2579.10,-53.179
2580.08,-52.856
2581.05,-52.265
2582.03,-53.141
2583.01,-51.833
2583.98,-52.050
2584.96,-51.775
2585.94,-51.261
2586.91,-52.358
2587.89,-52.015
2588.87,-52.472
2589.84,-53.009
2590.82,-51.171
2591.80,-52.067
2592.77,-52.492
2593.75,-52.120
2594.73,-51.773
2595.70,-52.832
2596.68,-52.363
2597.66,-52.401
2598.63,-50.972
2599.61,-52.151
2600.59,-51.802
2601.56,-51.169
2602.54,-52.313
2603.52,-52.108
2604.49,-52.163
2605.47,-52.330
2606.45,-51.181
2607.42,-51.832
2608.40,-51.381
2609.38,-50.705
2610.35,-51.845
2611.33,-50.213
2612.30,-50.398
2613.28,-49.345
2614.26,-49.993
2615.23,-51.301
2616.21,-51.471
2617.19,-50.840
2618.16,-50.286
2619.14,-51.605
2620.12,-50.844
2621.09,-51.792
2622.07,-50.562
2623.05,-50.518
2624.02,-52.599
2625.00,-51.457
2625.98,-51.160
2626.95,-49.658
2627.93,-49.906
2628.91,-49.775
2629.88,-50.642
2630.86,-50.989
2631.84,-50.198
2632.81,-49.731
2633.79,-49.338
2634.77,-49.997
2635.74,-49.882
2636.72,-49.929
2637.70,-48.694
2638.67,-49.963
2639.65,-49.863
2640.62,-49.262
2641.60,-49.471
2642.58,-49.140
2643.55,-49.207
2644.53,-48.438
2645.51,-49.128
2646.48,-48.016
2647.46,-49.136
2648.44,-48.471
2649.41,-48.703
2650.39,-49.057
2651.37,-48.952
2652.34,-47.749
2653.32,-48.664
2654.30,-47.855
2655.27,-48.930
2656.25,-49.168
2657.23,-48.226
2658.20,-48.688
2659.18,-47.474
2660.16,-47.668
2661.13,-47.463
2662.11,-47.085
2663.09,-46.594
2664.06,-47.291
2665.04,-47.308
2666.02,-47.031
2666.99,-46.490
2667.97,-47.443
2668.95,-46.327
2669.92,-47.229
2670.90,-46.571
2671.88,-45.721
2672.85,-46.821
2673.83,-46.784
2674.80,-45.593
2675.78,-46.443
2676.76,-46.729
2677.73,-46.052
2678.71,-45.928
2679.69,-45.774
2680.66,-45.271
2681.64,-45.370
2682.62,-46.112
2683.59,-45.647
2684.57,-46.375
2685.55,-44.492
2686.52,-44.998
2687.50,-46.296
2688.48,-45.570
2689.45,-43.889
2690.43,-44.131
2691.41,-44.849
2692.38,-44.987
2693.36,-43.970
2694.34,-43.825
2695.31,-43.787
2696.29,-42.960
2697.27,-43.525
2698.24,-44.136
2699.22,-44.594
2700.20,-44.345
2701.17,-44.550
2702.15,-43.937
2703.12,-43.175
2704.10,-42.941
2705.08,-43.979
2706.05,-43.590
2707.03,-42.745
2708.01,-42.139
2708.98,-42.154
2709.96,-42.667
2710.94,-42.784
2711.91,-43.042
2712.89,-40.750
2713.87,-40.896
2714.84,-41.002
2715.82,-41.666
2716.80,-41.876
2717.77,-41.504
2718.75,-40.148
2719.73,-42.476
2720.70,-39.750
2721.68,-40.927
2722.66,-40.813
2723.63,-41.117
2724.61,-40.634
2725.59,-40.892
2726.56,-39.670
2727.54,-39.075
2728.52,-39.534
2729.49,-40.567
2730.47,-39.784
2731.45,-38.914
2732.42,-39.949
2733.40,-39.373
2734.38,-39.965
2735.35,-39.904
2736.33,-39.508
2737.30,-38.913
2738.28,-39.337
2739.26,-38.266
2740.23,-39.528
2741.21,-39.331
2742.19,-38.390
2743.16,-38.309
2744.14,-39.652
2745.12,-38.274
2746.09,-38.178
2747.07,-38.875
2748.05,-39.763
2749.02,-38.083
2750.00,-38.638
2750.98,-39.099
2751.95,-38.692
2752.93,-38.926
2753.91,-38.942
2754.88,-38.496
2755.86,-39.413
2756.84,-38.298
2757.81,-37.960
2758.79,-37.791
2759.77,-39.361
2760.74,-38.004
2761.72,-38.289
2762.70,-38.789
2763.67,-38.138
2764.65,-37.532
2765.62,-37.875
2766.60,-38.025
2767.58,-38.008
2768.55,-37.827
2769.53,-37.645
2770.51,-37.773
2771.48,-38.732
2772.46,-38.406
2773.44,-38.655
2774.41,-39.803
2775.39,-38.690
2776.37,-39.282
2777.34,-39.726
2778.32,-39.903
2779.30,-39.050
2780.27,-39.891
2781.25,-39.388
2782.23,-39.551
2783.20,-39.982
2784.18,-39.354
2785.16,-39.540
2786.13,-40.437
2787.11,-39.374
2788.09,-39.398
2789.06,-38.524
2790.04,-39.563
2791.02,-39.946
2791.99,-40.652
2792.97,-40.411
2793.95,-41.231
2794.92,-40.466
2795.90,-41.440
2796.88,-42.716
2797.85,-40.312
2798.83,-40.000
2799.80,-41.345
2800.78,-41.309
2801.76,-42.274
2802.73,-42.975
2803.71,-42.924
2804.69,-42.572
2805.66,-41.427
2806.64,-40.659
2807.62,-41.488
2808.59,-42.047
2809.57,-42.905
2810.55,-42.892
2811.52,-43.091
2812.50,-42.655
2813.48,-43.167
2814.45,-43.045
2815.43,-41.429
2816.41,-41.453
2817.38,-42.404
2818.36,-42.637
2819.34,-42.838
