Frequency (Hz),FFT Magnitude (dB)
1454.10,-69.806
1455.08,-69.799
1456.05,-70.099
1457.03,-69.030
1458.01,-68.675
1458.98,-69.382
1459.96,-70.015
1460.94,-68.936
1461.91,-69.129
1462.89,-69.004
1463.87,-68.645
1464.84,-69.419
1465.82,-68.695
1466.80,-69.107
1467.77,-68.521
1468.75,-69.215
1469.73,-69.593
1470.70,-68.607
1471.68,-68.260
1472.66,-67.921
1473.63,-68.727
1474.61,-69.601
1475.59,-69.013
1476.56,-68.460
1477.54,-68.501
1478.52,-68.281
1479.49,-69.346
1480.47,-69.785
1481.45,-69.535
1482.42,-68.973
1483.40,-69.252
1484.38,-69.272
1485.35,-69.368
1486.33,-67.276
1487.30,-67.852
1488.28,-68.602
1489.26,-67.905
1490.23,-68.289
1491.21,-67.266
1492.19,-68.768
1493.16,-68.985
1494.14,-67.325
1495.12,-67.291
1496.09,-68.768
1497.07,-67.825
1498.05,-67.931
1499.02,-66.430
1500.00,-68.583
1500.98,-66.342
1501.95,-67.311
1502.93,-67.323
1503.91,-68.775
1504.88,-67.919
1505.86,-67.044
1506.84,-67.697
1507.81,-67.637
1508.79,-67.244
1509.77,-68.138
1510.74,-67.308
1511.72,-66.843
1512.70,-66.020
1513.67,-67.056
1514.65,-67.735
1515.62,-68.012
1516.60,-67.841
1517.58,-66.570
1518.55,-66.648
1519.53,-65.802
1520.51,-66.818
1521.48,-66.874
1522.46,-66.057
1523.44,-65.995
1524.41,-66.296
1525.39,-67.261
1526.37,-66.836
1527.34,-67.309
1528.32,-64.947
1529.30,-66.753
1530.27,-66.720
1531.25,-66.504
1532.23,-65.973
1533.20,-64.911
1534.18,-65.870
1535.16,-65.334
1536.13,-66.421
1537.11,-65.469
1538.09,-66.221
1539.06,-65.981
1540.04,-66.387
1541.02,-66.500
1541.99,-65.591
1542.97,-64.973
1543.95,-66.108
1544.92,-65.507
1545.90,-64.966
1546.88,-65.415
1547.85,-65.047
1548.83,-64.562
1549.80,-65.258
1550.78,-66.063
1551.76,-65.170
1552.73,-64.610
1553.71,-64.518
1554.69,-64.332
1555.66,-63.483
1556.64,-64.360
1557.62,-64.239
1558.59,-63.798
1559.57,-64.396
1560.55,-64.065
1561.52,-64.899
1562.50,-65.483
1563.48,-63.818
1564.45,-63.856
1565.43,-64.110
1566.41,-63.256
1567.38,-62.433
1568.36,-63.216
1569.34,-62.677
1570.31,-63.361
1571.29,-64.103
1572.27,-62.376
1573.24,-63.437
1574.22,-61.432
1575.20,-62.315
1576.17,-62.078
1577.15,-62.034
1578.12,-61.577
1579.10,-63.704
1580.08,-61.379
1581.05,-61.458
1582.03,-62.051
1583.01,-61.667
1583.98,-61.826
1584.96,-61.956
1585.94,-62.508
1586.91,-61.293
1587.89,-62.241
1588.87,-62.358
1589.84,-61.743
1590.82,-61.435
1591.80,-61.819
1592.77,-62.262
1593.75,-61.370
1594.73,-60.391
1595.70,-60.705
1596.68,-60.083
1597.66,-60.165
1598.63,-60.046
1599.61,-59.476
1600.59,-59.628
1601.56,-59.795
1602.54,-59.368
1603.52,-59.510
1604.49,-59.298
1605.47,-58.847
1606.45,-58.429
1607.42,-59.268
1608.40,-57.690
1609.38,-58.967
1610.35,-58.543
1611.33,-58.117
1612.30,-59.074
1613.28,-57.769
1614.26,-58.207
1615.23,-58.005
1616.21,-58.090
1617.19,-57.328
1618.16,-56.726
1619.14,-57.121
1620.12,-56.832
1621.09,-56.340
1622.07,-56.990
1623.05,-56.540
1624.02,-55.861
1625.00,-56.245
1625.98,-55.739
1626.95,-55.657
1627.93,-55.987
1628.91,-55.571
1629.88,-55.092
1630.86,-54.489
1631.84,-54.538
1632.81,-55.754
1633.79,-54.199
1634.77,-53.816
1635.74,-54.484
1636.72,-54.321
1637.70,-53.727
1638.67,-53.091
1639.65,-53.024
1640.62,-53.578
1641.60,-52.390
1642.58,-52.946
1643.55,-53.000
1644.53,-53.186
1645.51,-53.778
1646.48,-51.534
1647.46,-52.508
1648.44,-52.230
1649.41,-51.428
1650.39,-52.695
1651.37,-52.224
1652.34,-52.233
1653.32,-51.565
1654.30,-51.906
1655.27,-52.655
1656.25,-51.982
1657.23,-52.834
1658.20,-52.228
1659.18,-53.209
1660.16,-52.816
1661.13,-52.621
1662.11,-53.358
1663.09,-52.627
1664.06,-52.368
1665.04,-52.626
1666.02,-51.460
1666.99,-52.411
1667.97,-52.978
1668.95,-52.162
1669.92,-51.861
1670.90,-52.546
1671.88,-53.291
1672.85,-54.101
1673.83,-53.756
1674.80,-54.869
1675.78,-53.366
1676.76,-52.756
1677.73,-53.450
1678.71,-54.682
1679.69,-54.231
1680.66,-54.250
1681.64,-56.484
1682.62,-55.034
1683.59,-55.329
1684.57,-53.940
1685.55,-56.466
1686.52,-55.922
1687.50,-55.132
1688.48,-54.828
1689.45,-56.339
1690.43,-56.933
1691.41,-56.192
1692.38,-55.600
1693.36,-56.093
1694.34,-55.855
1695.31,-56.299
1696.29,-57.003
1697.27,-57.839
1698.24,-57.281
1699.22,-58.380
1700.20,-59.390
1701.17,-58.955
1702.15,-57.367
1703.12,-57.198
1704.10,-58.393
1705.08,-58.375
1706.05,-57.715
1707.03,-58.285
1708.01,-58.794
1708.98,-58.345
1709.96,-58.431
1710.94,-58.261
1711.91,-58.568
1712.89,-59.850
1713.87,-59.391
1714.84,-60.971
1715.82,-58.908
1716.80,-60.472
1717.77,-59.663
1718.75,-59.174
1719.73,-60.595
1720.70,-59.231
1721.68,-59.748
1722.66,-60.003
1723.63,-60.677
1724.61,-59.374
1725.59,-60.951
1726.56,-61.009
1727.54,-60.640
1728.52,-60.469
1729.49,-61.647
1730.47,-60.556
1731.45,-60.472
1732.42,-61.373
1733.40,-60.115
1734.38,-60.978
1735.35,-60.671
1736.33,-61.478
1737.30,-61.712
1738.28,-61.839
1739.26,-61.817
1740.23,-61.452
1741.21,-62.842
1742.19,-61.202
1743.16,-61.523
1744.14,-61.652
1745.12,-62.534
1746.09,-62.922
1747.07,-62.227
1748.05,-61.542
1749.02,-62.744
1750.00,-62.029
1750.98,-61.885
1751.95,-62.170
1752.93,-62.148
1753.91,-62.701
1754.88,-62.934
1755.86,-62.823
1756.84,-62.709
1757.81,-62.853
1758.79,-61.771
1759.77,-62.288
1760.74,-62.886
1761.72,-62.218
1762.70,-62.167
1763.67,-64.309
1764.65,-64.037
1765.62,-63.474
1766.60,-63.178
1767.58,-63.925
1768.55,-63.708
1769.53,-63.391
1770.51,-63.880
1771.48,-63.566
1772.46,-63.334
1773.44,-63.209
1774.41,-64.515
1775.39,-63.981
1776.37,-62.912
1777.34,-63.273
1778.32,-63.021
1779.30,-64.742
1780.27,-63.498
1781.25,-64.826
1782.23,-64.755
1783.20,-64.533
1784.18,-63.952
1785.16,-64.673
1786.13,-63.379
1787.11,-64.044
1788.09,-64.250
1789.06,-65.142
1790.04,-64.590
1791.02,-64.258
1791.99,-63.885
1792.97,-65.035
1793.95,-64.615
1794.92,-65.327
1795.90,-64.903
1796.88,-65.146
1797.85,-65.590
1798.83,-65.166
1799.80,-64.574
1800.78,-64.840
1801.76,-64.260
1802.73,-64.211
1803.71,-63.989
1804.69,-66.079
1805.66,-64.791
1806.64,-65.014
1807.62,-65.140
1808.59,-64.489
1809.57,-65.078
1810.55,-65.570
1811.52,-65.211
1812.50,-65.146
1813.48,-63.944
1814.45,-64.331
1815.43,-65.139
1816.41,-65.032
1817.38,-63.731
1818.36,-65.495
1819.34,-65.063
1820.31,-65.640
1821.29,-64.722
1822.27,-64.699
1823.24,-65.398
1824.22,-64.982
1825.20,-63.844
1826.17,-64.752
1827.15,-65.691
1828.12,-66.423
1829.10,-64.773
1830.08,-65.066
1831.05,-65.639
1832.03,-66.883
1833.01,-65.960
1833.98,-66.151
1834.96,-65.541
1835.94,-65.377
1836.91,-64.746
1837.89,-66.034
1838.87,-65.611
1839.84,-65.280
1840.82,-66.121
1841.80,-65.964
1842.77,-65.373
1843.75,-65.743
1844.73,-64.895
1845.70,-66.174
1846.68,-66.111
1847.66,-65.813
1848.63,-66.072
1849.61,-66.286
1850.59,-66.204
1851.56,-66.323
1852.54,-66.561
1853.52,-65.740
1854.49,-65.729
1855.47,-65.954
1856.45,-65.568
1857.42,-66.320
1858.40,-65.559
1859.38,-66.116
1860.35,-66.423
1861.33,-66.406
1862.30,-66.197
1863.28,-66.082
1864.26,-65.914
1865.23,-66.282
1866.21,-65.307
1867.19,-65.980
1868.16,-65.996
1869.14,-66.145
1870.12,-66.095
1871.09,-67.079
1872.07,-66.168
1873.05,-66.848
1874.02,-65.684
1875.00,-65.538
1875.98,-65.806
1876.95,-66.808
1877.93,-66.944
1878.91,-66.072
1879.88,-66.247
1880.86,-65.696
1881.84,-66.358
1882.81,-66.698
1883.79,-66.182
1884.77,-65.043
1885.74,-65.859
1886.72,-65.677
1887.70,-66.155
1888.67,-66.649
1889.65,-65.607
1890.62,-66.416
1891.60,-65.286
1892.58,-66.569
1893.55,-65.923
1894.53,-66.594
1895.51,-65.870
1896.48,-65.229
1897.46,-66.461
1898.44,-66.612
1899.41,-65.500
1900.39,-66.068
1901.37,-66.048
1902.34,-66.550
1903.32,-67.064
1904.30,-67.841
1905.27,-68.414
1906.25,-67.998
1907.23,-65.903
1908.20,-66.512
1909.18,-66.154
1910.16,-65.900
1911.13,-65.751
1912.11,-65.914
1913.09,-65.900
1914.06,-66.909
1915.04,-66.275
1916.02,-65.518
1916.99,-65.797
1917.97,-65.522
1918.95,-65.086
1919.92,-65.675
1920.90,-66.317
1921.88,-64.911
1922.85,-65.674
1923.83,-65.693
1924.80,-65.375
1925.78,-65.793
1926.76,-66.976
1927.73,-65.861
1928.71,-64.838
1929.69,-65.829
1930.66,-65.490
1931.64,-65.660
1932.62,-67.637
1933.59,-66.938
1934.57,-65.900
1935.55,-65.159
1936.52,-64.831
1937.50,-65.586
1938.48,-64.853
1939.45,-65.736
1940.43,-64.463
1941.41,-65.112
1942.38,-65.762
1943.36,-65.824
1944.34,-64.523
1945.31,-65.105
1946.29,-64.908
1947.27,-65.037
1948.24,-65.669
1949.22,-66.684
1950.20,-65.847
1951.17,-66.491
1952.15,-66.104
1953.12,-64.834
1954.10,-65.859
1955.08,-64.667
1956.05,-66.989
1957.03,-66.273
1958.01,-66.272
1958.98,-64.925
1959.96,-64.912
1960.94,-64.615
1961.91,-64.639
1962.89,-65.128
1963.87,-65.274
1964.84,-64.592
1965.82,-63.227
1966.80,-64.456
1967.77,-65.468
1968.75,-65.100
1969.73,-65.305
1970.70,-65.173
1971.68,-66.034
1972.66,-66.258
1973.63,-65.724
1974.61,-64.808
1975.59,-65.964
1976.56,-64.809
1977.54,-65.234
1978.52,-64.587
1979.49,-65.265
1980.47,-65.630
1981.45,-65.573
1982.42,-65.068
1983.40,-64.762
1984.38,-64.078
1985.35,-64.882
1986.33,-64.937
1987.30,-65.147
1988.28,-64.749
1989.26,-64.878
1990.23,-64.829
1991.21,-64.868
1992.19,-63.240
1993.16,-63.858
1994.14,-63.987
1995.12,-64.222
1996.09,-64.787
1997.07,-64.725
1998.05,-65.262
1999.02,-64.901
2000.00,-65.201
2000.98,-64.314
2001.95,-63.233
2002.93,-64.179
2003.91,-63.251
2004.88,-63.988
2005.86,-64.014
2006.84,-64.445
2007.81,-64.485
2008.79,-64.305
2009.77,-65.388
2010.74,-64.270
2011.72,-62.974
2012.70,-63.751
2013.67,-63.368
2014.65,-63.815
2015.62,-64.955
2016.60,-64.603
2017.58,-63.908
2018.55,-63.861
2019.53,-64.536
2020.51,-64.471
2021.48,-64.258
2022.46,-63.243
2023.44,-63.375
2024.41,-63.509
2025.39,-63.120
2026.37,-63.540
2027.34,-63.040
2028.32,-62.771
2029.30,-63.352
2030.27,-62.918
2031.25,-62.094
2032.23,-63.287
2033.20,-62.658
2034.18,-61.984
2035.16,-64.648
2036.13,-63.176
2037.11,-63.265
2038.09,-62.602
2039.06,-62.795
2040.04,-63.529
2041.02,-63.004
2041.99,-62.867
2042.97,-63.061
2043.95,-64.052
2044.92,-62.712
2045.90,-63.337
2046.88,-63.022
2047.85,-62.749
2048.83,-63.267
2049.80,-62.164
2050.78,-61.725
2051.76,-62.234
2052.73,-63.105
2053.71,-61.273
2054.69,-62.143
2055.66,-61.478
2056.64,-61.558
2057.62,-63.050
2058.59,-61.796
2059.57,-61.837
2060.55,-62.064
2061.52,-61.506
2062.50,-62.153
2063.48,-61.775
2064.45,-61.459
2065.43,-61.445
2066.41,-60.189
2067.38,-61.438
2068.36,-61.731
2069.34,-60.383
2070.31,-60.807
2071.29,-60.554
2072.27,-60.319
2073.24,-60.717
2074.22,-59.815
2075.20,-61.474
2076.17,-60.722
2077.15,-60.172
2078.12,-60.847
2079.10,-60.545
2080.08,-60.006
2081.05,-60.014
2082.03,-60.826
2083.01,-60.101
2083.98,-60.118
2084.96,-60.055
2085.94,-59.551
2086.91,-60.560
2087.89,-58.415
2088.87,-59.211
2089.84,-58.925
2090.82,-58.202
2091.80,-60.377
2092.77,-59.715
2093.75,-59.002
2094.73,-58.586
2095.70,-59.469
2096.68,-59.763
2097.66,-58.051
2098.63,-59.255
2099.61,-58.738
2100.59,-59.945
2101.56,-58.344
2102.54,-58.224
2103.52,-58.460
2104.49,-57.895
2105.47,-58.316
2106.45,-58.128
2107.42,-58.594
2108.40,-57.523
2109.38,-58.207
2110.35,-59.123
2111.33,-58.345
2112.30,-57.082
2113.28,-58.096
2114.26,-57.114
2115.23,-56.738
2116.21,-57.381
2117.19,-56.631
2118.16,-57.955
2119.14,-56.591
2120.12,-56.437
2121.09,-57.273
2122.07,-57.489
2123.05,-56.246
2124.02,-57.058
2125.00,-56.393
2125.98,-56.786
2126.95,-56.519
2127.93,-56.754
2128.91,-55.684
2129.88,-55.963
2130.86,-55.708
2131.84,-55.162
2132.81,-55.231
2133.79,-56.172
2134.77,-55.774
2135.74,-55.398
2136.72,-56.020
2137.70,-55.949
2138.67,-54.336
2139.65,-55.302
2140.62,-54.280
2141.60,-53.571
2142.58,-53.169
2143.55,-54.842
2144.53,-53.798
2145.51,-54.126
2146.48,-52.732
2147.46,-54.295
2148.44,-52.555
2149.41,-52.580
2150.39,-52.231
2151.37,-52.501
2152.34,-52.396
2153.32,-53.255
2154.30,-53.270
2155.27,-52.711
2156.25,-52.739
2157.23,-52.528
2158.20,-51.160
2159.18,-50.818
2160.16,-50.674
2161.13,-51.354
2162.11,-51.312
2163.09,-49.820
2164.06,-52.451
2165.04,-51.425
2166.02,-50.711
2166.99,-49.454
2167.97,-49.822
2168.95,-51.090
2169.92,-50.091
2170.90,-49.339
2171.88,-49.751
2172.85,-48.490
2173.83,-48.801
2174.80,-49.247
2175.78,-48.695
2176.76,-49.185
2177.73,-49.191
2178.71,-48.669
2179.69,-48.287
2180.66,-47.173
2181.64,-48.266
2182.62,-48.186
2183.59,-48.185
2184.57,-48.295
2185.55,-46.897
2186.52,-46.871
2187.50,-47.735
2188.48,-47.379
2189.45,-46.754
2190.43,-47.302
2191.41,-48.238
2192.38,-47.520
2193.36,-48.634
2194.34,-45.722
2195.31,-47.531
2196.29,-46.744
2197.27,-47.260
2198.24,-48.212
2199.22,-46.212
2200.20,-47.537
2201.17,-47.975
2202.15,-47.762
2203.12,-47.824
2204.10,-47.034
2205.08,-47.389
2206.05,-48.115
2207.03,-48.451
2208.01,-48.047
2208.98,-48.805
2209.96,-47.582
2210.94,-48.306
2211.91,-48.992
2212.89,-48.780
2213.87,-48.501
2214.84,-48.364
2215.82,-49.565
2216.80,-49.408
2217.77,-50.871
2218.75,-49.537
2219.73,-49.233
2220.70,-50.062
2221.68,-50.030
2222.66,-50.273
2223.63,-49.939
2224.61,-49.902
2225.59,-49.790
2226.56,-50.741
2227.54,-50.431
2228.52,-50.152
2229.49,-51.412
2230.47,-50.671
2231.45,-51.811
2232.42,-50.713
2233.40,-51.758
2234.38,-51.836
2235.35,-51.609
2236.33,-52.096
2237.30,-51.726
2238.28,-51.349
2239.26,-51.361
2240.23,-51.975
2241.21,-51.837
2242.19,-52.594
2243.16,-51.987
2244.14,-51.827
2245.12,-53.019
2246.09,-52.925
2247.07,-52.015
2248.05,-53.050
2249.02,-52.628
2250.00,-52.623
2250.98,-53.216
2251.95,-54.123
2252.93,-53.032
2253.91,-54.126
2254.88,-54.364
2255.86,-54.222
2256.84,-53.969
2257.81,-54.364
2258.79,-54.344
2259.77,-53.689
2260.74,-54.608
2261.72,-54.146
2262.70,-53.679
2263.67,-55.452
2264.65,-55.062
2265.62,-54.999
2266.60,-56.620
2267.58,-53.762
2268.55,-55.098
2269.53,-54.658
2270.51,-54.548
2271.48,-55.912
2272.46,-56.442
2273.44,-55.238
2274.41,-56.885
2275.39,-57.976
2276.37,-54.474
2277.34,-55.694
2278.32,-55.712
2279.30,-55.921
2280.27,-55.592
2281.25,-57.365
2282.23,-55.737
2283.20,-55.854
2284.18,-56.322
2285.16,-55.387
2286.13,-55.878
2287.11,-56.943
2288.09,-56.978
2289.06,-56.119
2290.04,-56.711
2291.02,-56.009
2291.99,-55.819
2292.97,-55.570
2293.95,-56.162
2294.92,-57.783
2295.90,-57.492
2296.88,-56.360
2297.85,-55.115
2298.83,-57.024
2299.80,-57.424
2300.78,-57.614
2301.76,-55.816
2302.73,-57.205
2303.71,-57.807
2304.69,-57.247
2305.66,-57.338
2306.64,-58.043
2307.62,-57.582
2308.59,-58.713
2309.57,-58.200
2310.55,-58.172
2311.52,-58.193
2312.50,-58.381
2313.48,-57.131
2314.45,-58.597
2315.43,-58.044
2316.41,-58.007
2317.38,-58.241
2318.36,-58.867
2319.34,-59.171
2320.31,-57.534
2321.29,-58.680
2322.27,-58.298
2323.24,-58.392
2324.22,-58.380
2325.20,-58.269
2326.17,-57.931
2327.15,-60.388
2328.12,-59.289
2329.10,-59.531
2330.08,-58.827
2331.05,-59.207
2332.03,-58.206
2333.01,-58.268
2333.98,-59.547
2334.96,-59.215
2335.94,-59.404
2336.91,-59.173
2337.89,-58.751
2338.87,-58.576
2339.84,-59.030
2340.82,-58.073
2341.80,-58.019
2342.77,-58.310
2343.75,-57.883
2344.73,-58.780
2345.70,-59.239
2346.68,-58.439
2347.66,-58.589
2348.63,-58.438
2349.61,-58.454
2350.59,-58.946
2351.56,-59.023
2352.54,-59.774
2353.52,-58.558
2354.49,-58.842
2355.47,-58.964
2356.45,-59.275
2357.42,-60.380
2358.40,-60.366
2359.38,-59.409
2360.35,-59.621
2361.33,-58.715
2362.30,-59.586
2363.28,-59.735
2364.26,-59.578
2365.23,-59.410
2366.21,-59.177
2367.19,-60.099
2368.16,-59.166
2369.14,-59.155
2370.12,-60.250
2371.09,-58.884
2372.07,-61.037
2373.05,-60.142
2374.02,-59.916
2375.00,-59.129
2375.98,-59.365
2376.95,-59.396
2377.93,-60.376
2378.91,-59.495
2379.88,-59.662
2380.86,-59.543
2381.84,-59.986
2382.81,-59.724
2383.79,-60.599
2384.77,-59.120
2385.74,-60.141
2386.72,-59.650
2387.70,-59.329
2388.67,-60.319
2389.65,-60.075
2390.62,-60.617
2391.60,-60.248
2392.58,-59.505
2393.55,-59.929
2394.53,-59.982
2395.51,-61.039
2396.48,-59.161
2397.46,-61.399
2398.44,-61.088
2399.41,-59.732
2400.39,-58.843
2401.37,-60.331
2402.34,-59.432
2403.32,-59.451
2404.30,-59.151
2405.27,-60.058
2406.25,-60.658
2407.23,-59.995
2408.20,-60.690
2409.18,-59.454
2410.16,-59.180
2411.13,-59.899
2412.11,-60.398
2413.09,-61.076
2414.06,-60.476
2415.04,-61.151
2416.02,-60.315
2416.99,-58.800
2417.97,-60.280
2418.95,-59.944
2419.92,-59.588
2420.90,-59.542
2421.88,-59.044
2422.85,-59.881
2423.83,-59.734
2424.80,-60.670
2425.78,-60.963
2426.76,-61.113
2427.73,-60.475
2428.71,-60.677
2429.69,-60.875
2430.66,-59.355
2431.64,-60.378
2432.62,-59.906
2433.59,-58.882
2434.57,-59.526
2435.55,-59.400
2436.52,-60.699
2437.50,-60.319
2438.48,-59.635
2439.45,-59.836
2440.43,-60.151
2441.41,-60.140
2442.38,-59.437
2443.36,-60.807
2444.34,-60.251
2445.31,-59.665
2446.29,-58.884
2447.27,-59.617
2448.24,-58.874
2449.22,-58.595
2450.20,-59.737
2451.17,-59.740
2452.15,-59.336
2453.12,-59.637
2454.10,-59.340
2455.08,-60.093
2456.05,-59.609
2457.03,-59.958
2458.01,-59.753
2458.98,-58.197
2459.96,-60.669
2460.94,-59.130
2461.91,-59.593
2462.89,-58.802
2463.87,-59.951
2464.84,-60.138
2465.82,-58.348
2466.80,-59.737
2467.77,-59.029
2468.75,-58.845
2469.73,-58.296
2470.70,-58.647
2471.68,-58.512
2472.66,-59.669
2473.63,-59.570
2474.61,-60.465
2475.59,-60.313
2476.56,-57.855
2477.54,-58.308
2478.52,-58.137
2479.49,-58.599
2480.47,-58.457
2481.45,-59.102
2482.42,-59.523
2483.40,-58.678
2484.38,-59.041
2485.35,-59.155
2486.33,-58.289
2487.30,-60.137
2488.28,-59.025
2489.26,-59.868
2490.23,-59.287
2491.21,-59.284
2492.19,-58.056
2493.16,-58.371
2494.14,-59.334
2495.12,-60.076
2496.09,-58.734
2497.07,-59.029
2498.05,-59.331
2499.02,-57.817
2500.00,-58.245
2500.98,-57.894
2501.95,-58.741
2502.93,-58.271
2503.91,-57.439
2504.88,-58.246
2505.86,-58.530
2506.84,-59.013
2507.81,-58.393
2508.79,-58.644
2509.77,-58.048
2510.74,-57.357
2511.72,-57.836
2512.70,-57.755
2513.67,-57.568
2514.65,-58.501
2515.62,-57.494
2516.60,-57.721
2517.58,-57.802
2518.55,-58.098
2519.53,-58.091
2520.51,-57.227
2521.48,-59.392
2522.46,-59.142
2523.44,-58.845
2524.41,-56.954
2525.39,-57.472
2526.37,-57.878
2527.34,-57.024
2528.32,-57.337
2529.30,-58.283
2530.27,-57.553
2531.25,-57.860
2532.23,-57.390
2533.20,-58.678
2534.18,-57.320
2535.16,-57.690
2536.13,-57.731
2537.11,-57.407
2538.09,-57.929
2539.06,-57.211
2540.04,-57.457
2541.02,-56.014
2541.99,-56.913
2542.97,-56.986
2543.95,-57.006
2544.92,-57.257
2545.90,-57.941
2546.88,-57.391
2547.85,-55.943
2548.83,-56.560
2549.80,-56.442
2550.78,-57.326
2551.76,-56.878
2552.73,-57.425
2553.71,-56.750
2554.69,-56.029
2555.66,-55.589
2556.64,-56.593
2557.62,-56.044
2558.59,-56.744
2559.57,-55.661
2560.55,-55.293
2561.52,-57.110
2562.50,-57.266
2563.48,-56.335
2564.45,-56.244
2565.43,-57.296
2566.41,-55.850
2567.38,-55.066
2568.36,-54.699
2569.34,-55.482
2570.31,-55.588
2571.29,-55.835
2572.27,-55.709
2573.24,-56.235
2574.22,-55.879
2575.20,-56.479
2576.17,-56.243
2577.15,-55.948
2578.12,-55.955
2579.10,-54.240
2580.08,-54.175
2581.05,-53.410
2582.03,-54.707
2583.01,-55.122
2583.98,-55.857
2584.96,-56.277
2585.94,-55.131
2586.91,-54.557
2587.89,-54.765
2588.87,-54.537
2589.84,-56.337
2590.82,-55.158
2591.80,-53.891
2592.77,-56.237
2593.75,-55.907
2594.73,-54.890
2595.70,-54.207
2596.68,-53.448
2597.66,-53.882
2598.63,-55.508
2599.61,-53.951
2600.59,-54.871
2601.56,-53.835
2602.54,-54.050
2603.52,-53.286
2604.49,-54.309
2605.47,-52.834
2606.45,-55.097
2607.42,-53.741
2608.40,-52.582
2609.38,-53.196
2610.35,-53.775
2611.33,-52.737
2612.30,-54.128
2613.28,-54.046
2614.26,-53.532
2615.23,-53.656
2616.21,-51.943
2617.19,-52.653
2618.16,-53.288
2619.14,-54.099
2620.12,-53.275
2621.09,-53.087
2622.07,-52.333
2623.05,-52.727
2624.02,-52.592
2625.00,-51.868
2625.98,-52.297
2626.95,-52.108
2627.93,-52.101
2628.91,-53.519
2629.88,-53.848
2630.86,-52.416
2631.84,-51.190
2632.81,-52.689
2633.79,-50.234
2634.77,-51.823
2635.74,-51.379
2636.72,-49.602
2637.70,-50.297
2638.67,-50.847
2639.65,-50.344
2640.62,-50.245
2641.60,-50.472
2642.58,-50.309
2643.55,-51.071
2644.53,-50.126
2645.51,-50.787
2646.48,-49.915
2647.46,-50.345
2648.44,-50.514
2649.41,-49.669
2650.39,-49.769
2651.37,-49.697
2652.34,-49.989
2653.32,-50.162
2654.30,-49.915
2655.27,-50.195
2656.25,-48.637
2657.23,-48.939
2658.20,-47.742
2659.18,-48.709
2660.16,-48.621
2661.13,-48.560
2662.11,-48.609
2663.09,-48.156
2664.06,-47.206
2665.04,-47.988
2666.02,-47.943
2666.99,-47.460
2667.97,-48.756
2668.95,-47.959
2669.92,-47.900
2670.90,-48.156
2671.88,-47.391
2672.85,-47.678
2673.83,-46.812
2674.80,-46.789
2675.78,-46.753
2676.76,-47.675
2677.73,-47.364
2678.71,-48.092
2679.69,-46.378
2680.66,-47.026
2681.64,-46.626
2682.62,-46.010
2683.59,-46.425
2684.57,-45.655
2685.55,-46.174
2686.52,-45.533
2687.50,-46.281
2688.48,-45.467
2689.45,-44.962
2690.43,-46.113
2691.41,-46.755
2692.38,-45.401
2693.36,-45.725
2694.34,-45.690
2695.31,-45.203
2696.29,-45.121
2697.27,-44.249
2698.24,-44.689
2699.22,-44.416
2700.20,-44.125
2701.17,-44.707
2702.15,-43.693
2703.12,-43.586
2704.10,-43.654
2705.08,-43.175
2706.05,-42.222
2707.03,-43.496
2708.01,-44.180
2708.98,-42.679
2709.96,-41.848
2710.94,-42.646
2711.91,-42.769
2712.89,-42.040
2713.87,-41.758
2714.84,-42.435
2715.82,-40.744
2716.80,-41.479
2717.77,-41.727
2718.75,-41.421
2719.73,-42.403
2720.70,-41.514
2721.68,-41.562
2722.66,-41.971
2723.63,-41.588
2724.61,-41.538
2725.59,-40.780
2726.56,-41.373
2727.54,-42.241
2728.52,-40.960
2729.49,-41.723
2730.47,-41.840
2731.45,-42.318
2732.42,-41.270
2733.40,-42.456
2734.38,-41.662
2735.35,-41.981
2736.33,-40.840
2737.30,-41.153
2738.28,-41.175
2739.26,-40.867
2740.23,-41.069
2741.21,-41.774
2742.19,-41.192
2743.16,-40.028
2744.14,-41.149
2745.12,-41.944
2746.09,-41.650
2747.07,-41.603
2748.05,-41.535
2749.02,-41.271
2750.00,-41.807
2750.98,-43.003
2751.95,-43.254
2752.93,-42.948
2753.91,-41.404
2754.88,-42.273
2755.86,-43.354
2756.84,-41.945
2757.81,-43.030
2758.79,-41.821
2759.77,-42.513
2760.74,-42.532
2761.72,-43.959
2762.70,-44.262
2763.67,-43.254
2764.65,-43.547
2765.62,-42.493
2766.60,-43.652
2767.58,-43.938
2768.55,-42.173
2769.53,-43.339
2770.51,-43.946
2771.48,-43.527
2772.46,-42.205
2773.44,-43.595
2774.41,-43.935
2775.39,-44.320
2776.37,-44.132
2777.34,-43.594
2778.32,-44.209
2779.30,-45.043
2780.27,-44.338
2781.25,-44.495
2782.23,-44.948
2783.20,-44.072
2784.18,-44.630
2785.16,-44.816
2786.13,-44.819
2787.11,-45.608
2788.09,-45.255
2789.06,-44.424
2790.04,-45.564
2791.02,-44.326
2791.99,-45.581
2792.97,-45.282
2793.95,-45.622
2794.92,-45.291
2795.90,-46.873
2796.88,-47.316
2797.85,-46.376
2798.83,-44.466
2799.80,-45.381
2800.78,-45.538
2801.76,-47.200
2802.73,-46.808
2803.71,-47.708
2804.69,-45.628
2805.66,-46.694
2806.64,-46.808
2807.62,-47.418
2808.59,-47.149
2809.57,-47.932
2810.55,-47.938
2811.52,-47.191
2812.50,-48.074
2813.48,-48.089
2814.45,-47.258
2815.43,-46.381
2816.41,-47.038
2817.38,-47.122
